chr1	Start	End	Unique ID	Gene NMID Ex	Gene	Strand	Purpose			Width
chr6	127992670	127992711	chr6_127992670_127992711_PTPRK	PTPRK_NM_002844.4_exon19_CDS	PTPRK	-	mutation_panel	.	.	41
chr6	127995459	127995540	chr6_127995459_127995540_PTPRK	PTPRK_NM_002844.4_exon18_CDS	PTPRK	-	mutation_panel	.	.	81
chr6	127996898	127996990	chr6_127996898_127996990_PTPRK	PTPRK_NM_002844.4_exon17_CDS	PTPRK	-	mutation_panel	.	.	92
chr6	127998717	127998906	chr6_127998717_127998906_PTPRK	PTPRK_NM_002844.4_exon16_CDS	PTPRK	-	mutation_panel	.	.	189
chr6	128005081	128005246	chr6_128005081_128005246_PTPRK	PTPRK_NM_002844.4_exon15_CDS	PTPRK	-	mutation_panel	.	.	165
chr6	128009127	128009270	chr6_128009127_128009270_PTPRK	PTPRK_NM_002844.4_exon14_CDS	PTPRK	-	mutation_panel	.	.	143
chr6	128064755	128064796	chr6_128064755_128064796_PTPRK	PTPRK_NM_002844.4_exon13_CDS	PTPRK	-	mutation_panel	.	.	41
chr6	128067516	128067794	chr6_128067516_128067794_PTPRK	PTPRK_NM_002844.4_exon12_CDS	PTPRK	-	mutation_panel	.	.	278
chr6	128078810	128078920	chr6_128078810_128078920_PTPRK	PTPRK_NM_002844.4_exon11_CDS	PTPRK	-	mutation_panel	.	.	110
chr6	128082434	128082640	chr6_128082434_128082640_PTPRK	PTPRK_NM_002844.4_exon10_CDS	PTPRK	-	mutation_panel	.	.	206
chr6	128083712	128083826	chr6_128083712_128083826_PTPRK	PTPRK_NM_002844.4_exon9_CDS	PTPRK	-	mutation_panel	.	.	114
chr6	128089687	128089994	chr6_128089687_128089994_PTPRK	PTPRK_NM_002844.4_exon8_CDS	PTPRK	-	mutation_panel	.	.	307
chr6	128184429	128184727	chr6_128184429_128184727_PTPRK	PTPRK_NM_002844.4_exon7_CDS	PTPRK	-	mutation_panel	.	.	298
chr6	128218919	128219098	chr6_128218919_128219098_PTPRK	PTPRK_NM_002844.4_exon6_CDS	PTPRK	-	mutation_panel	.	.	179
chr6	128240032	128240152	chr6_128240032_128240152_PTPRK	PTPRK_NM_002844.4_exon5_CDS	PTPRK	-	mutation_panel	.	.	120
chr6	128242518	128242604	chr6_128242518_128242604_PTPRK	PTPRK_NM_002844.4_exon4_CDS	PTPRK	-	mutation_panel	.	.	86
chr6	128322036	128322312	chr6_128322036_128322312_PTPRK	PTPRK_NM_002844.4_exon3_CDS	PTPRK	-	mutation_panel	.	.	276
chr6	128397563	128397690	chr6_128397563_128397690_PTPRK	PTPRK_NM_002844.4_exon2_CDS	PTPRK	-	mutation_panel	.	.	127
chr6	128520256	128520360	chr6_128520256_128520360_PTPRK	PTPRK_NM_002844.4_exon1_CDS	PTPRK	-	mutation_panel	.	.	104
chr6	134170265	134174772	chr6_134170265_134174772_SGK1	SGK1_NM_001143676.3_exon10_CDS;SGK1_NM_001143676.3_exon11_CDS;SGK1_NM_001143676.3_exon12_CDS;SGK1_NM_001143676.3_exon13_CDS;SGK1_NM_001143676.3_exon14_CDS;SGK1_NM_001143676.3_exon4_CDS;SGK1_NM_001143676.3_exon5_CDS;SGK1_NM_0011436...(12 items)	SGK1	-	SHM_panel|mutation_panel	.	.	4507
chr6	134207353	134207433	chr6_134207353_134207433_SGK1	SGK1_NM_001143676.3_exon3_CDS	SGK1	-	mutation_panel	.	.	80
chr6	134261930	134262150	chr6_134261930_134262150_SGK1	SGK1_NM_001143676.3_exon2_CDS	SGK1	-	mutation_panel	.	.	220
chr6	134317389	134317462	chr6_134317389_134317462_SGK1	SGK1_NM_001143676.3_exon1_CDS	SGK1	-	mutation_panel	.	.	73
chr6	137871225	137871524	chr6_137871225_137871524_TNFAIP3	TNFAIP3_NM_001270508.2_exon2_CDS	TNFAIP3	+	mutation_panel	.	.	299
chr6	137874842	137875037	chr6_137874842_137875037_TNFAIP3	TNFAIP3_NM_001270508.2_exon3_CDS	TNFAIP3	+	mutation_panel	.	.	195
chr6	137875685	137875837	chr6_137875685_137875837_TNFAIP3	TNFAIP3_NM_001270508.2_exon4_CDS	TNFAIP3	+	mutation_panel	.	.	152
chr6	137875993	137876168	chr6_137875993_137876168_TNFAIP3	TNFAIP3_NM_001270508.2_exon5_CDS	TNFAIP3	+	mutation_panel	.	.	175
chr6	137877073	137877258	chr6_137877073_137877258_TNFAIP3	TNFAIP3_NM_001270508.2_exon6_CDS	TNFAIP3	+	mutation_panel	.	.	185
chr6	137878429	137879353	chr6_137878429_137879353_TNFAIP3	TNFAIP3_NM_001270508.2_exon7_CDS	TNFAIP3	+	mutation_panel	.	.	924
chr6	137880068	137880254	chr6_137880068_137880254_TNFAIP3	TNFAIP3_NM_001270508.2_exon8_CDS	TNFAIP3	+	mutation_panel	.	.	186
chr6	137881032	137881321	chr6_137881032_137881321_TNFAIP3	TNFAIP3_NM_001270508.2_exon9_CDS	TNFAIP3	+	mutation_panel	.	.	289
chr6	156777678	156779473	chr6_156777678_156779473_ARID1B	ARID1B_NM_001374828.1_exon1_CDS	ARID1B	+	mutation_panel	.	.	1795
chr6	156829224	156829423	chr6_156829224_156829423_ARID1B	ARID1B_NM_001374828.1_exon2_CDS	ARID1B	+	mutation_panel	.	.	199
chr6	156897153	156897302	chr6_156897153_156897302_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr6	156901373	156901527	chr6_156901373_156901527_ARID1B	ARID1B_NM_001374828.1_exon3_CDS	ARID1B	+	mutation_panel	.	.	154
chr6	156935463	156935578	chr6_156935463_156935578_ARID1B	ARID1B_NM_001374828.1_exon4_CDS	ARID1B	+	mutation_panel	.	.	115
chr6	157084659	157084907	chr6_157084659_157084907_ARID1B	ARID1B_NM_001374828.1_exon5_CDS	ARID1B	+	mutation_panel	.	.	248
chr6	157110469	157110563	chr6_157110469_157110563_ARID1B	ARID1B_NM_001374828.1_exon6_CDS	ARID1B	+	mutation_panel	.	.	94
chr6	157133025	157133209	chr6_157133025_157133209_ARID1B	ARID1B_NM_001374828.1_exon7_CDS	ARID1B	+	mutation_panel	.	.	184
chr6	157148621	157148953	chr6_157148621_157148953_ARID1B	ARID1B_NM_001374828.1_exon8_CDS	ARID1B	+	mutation_panel	.	.	332
chr6	157167037	157167187	chr6_157167037_157167187_ARID1B	ARID1B_NM_001374828.1_exon9_CDS	ARID1B	+	mutation_panel	.	.	150
chr6	157174005	157174119	chr6_157174005_157174119_ARID1B	ARID1B_NM_001374828.1_exon10_CDS	ARID1B	+	mutation_panel	.	.	114
chr6	157174844	157175007	chr6_157174844_157175007_ARID1B	ARID1B_NM_001374828.1_exon11_CDS	ARID1B	+	mutation_panel	.	.	163
chr6	157180966	157181180	chr6_157180966_157181180_ARID1B	ARID1B_NM_001374828.1_exon12_CDS	ARID1B	+	mutation_panel	.	.	214
chr6	157184228	157184437	chr6_157184228_157184437_ARID1B	ARID1B_NM_001374828.1_exon13_CDS	ARID1B	+	mutation_panel	.	.	209
chr6	157189639	157189782	chr6_157189639_157189782_ARID1B	ARID1B_NM_001374828.1_exon14_CDS	ARID1B	+	mutation_panel	.	.	143
chr6	157190035	157190212	chr6_157190035_157190212_ARID1B	ARID1B_NM_001374828.1_exon15_CDS	ARID1B	+	mutation_panel	.	.	177
chr6	157196162	157196317	chr6_157196162_157196317_ARID1B	ARID1B_NM_001374828.1_exon16_CDS	ARID1B	+	mutation_panel	.	.	155
chr6	157198808	157198909	chr6_157198808_157198909_ARID1B	ARID1B_NM_001374828.1_exon17_CDS	ARID1B	+	mutation_panel	.	.	101
chr6	157200702	157201490	chr6_157200702_157201490_ARID1B	ARID1B_NM_001374828.1_exon18_CDS	ARID1B	+	mutation_panel	.	.	788
chr6	157203863	157203998	chr6_157203863_157203998_ARID1B	ARID1B_NM_001374828.1_exon19_CDS	ARID1B	+	mutation_panel	.	.	135
chr6	157206164	157207893	chr6_157206164_157207893_ARID1B	ARID1B_NM_001374828.1_exon20_CDS	ARID1B	+	mutation_panel	.	.	1729
chr6	167136132	167136145	chr6_167136132_167136145_CCR6	CCR6_NM_031409.4_exon2_CDS	CCR6	+	mutation_panel	.	.	13
chr6	167136237	167137357	chr6_167136237_167137357_CCR6	CCR6_NM_031409.4_exon3_CDS	CCR6	+	mutation_panel	.	.	1120
chr7	2906635	2906844	chr7_2906635_2906844_CARD11	CARD11_NM_032415.7_exon25_CDS	CARD11	-	mutation_panel	.	.	209
chr7	2910047	2910167	chr7_2910047_2910167_CARD11	CARD11_NM_032415.7_exon24_CDS	CARD11	-	mutation_panel	.	.	120
chr7	2912169	2912298	chr7_2912169_2912298_CARD11	CARD11_NM_032415.7_exon23_CDS	CARD11	-	mutation_panel	.	.	129
chr7	2913284	2913468	chr7_2913284_2913468_CARD11	CARD11_NM_032415.7_exon22_CDS	CARD11	-	mutation_panel	.	.	184
chr7	2915234	2915374	chr7_2915234_2915374_CARD11	CARD11_NM_032415.7_exon21_CDS	CARD11	-	mutation_panel	.	.	140
chr7	2917287	2917387	chr7_2917287_2917387_CARD11	CARD11_NM_032415.7_exon20_CDS	CARD11	-	mutation_panel	.	.	100
chr7	2918488	2918589	chr7_2918488_2918589_CARD11	CARD11_NM_032415.7_exon19_CDS	CARD11	-	mutation_panel	.	.	101
chr7	2919369	2919614	chr7_2919369_2919614_CARD11	CARD11_NM_032415.7_exon18_CDS	CARD11	-	mutation_panel	.	.	245
chr7	2922631	2922762	chr7_2922631_2922762_CARD11	CARD11_NM_032415.7_exon17_CDS	CARD11	-	mutation_panel	.	.	131
chr7	2923129	2923335	chr7_2923129_2923335_CARD11	CARD11_NM_032415.7_exon16_CDS	CARD11	-	mutation_panel	.	.	206
chr7	2924230	2924367	chr7_2924230_2924367_CARD11	CARD11_NM_032415.7_exon15_CDS	CARD11	-	mutation_panel	.	.	137
chr7	2926736	2926793	chr7_2926736_2926793_CARD11	CARD11_NM_032415.7_exon14_CDS	CARD11	-	mutation_panel	.	.	57
chr7	2928595	2928700	chr7_2928595_2928700_CARD11	CARD11_NM_032415.7_exon13_CDS	CARD11	-	mutation_panel	.	.	105
chr7	2929989	2930076	chr7_2929989_2930076_CARD11	CARD11_NM_032415.7_exon12_CDS	CARD11	-	mutation_panel	.	.	87
chr7	2932532	2932588	chr7_2932532_2932588_CARD11	CARD11_NM_032415.7_exon11_CDS	CARD11	-	mutation_panel	.	.	56
chr7	2934450	2934631	chr7_2934450_2934631_CARD11	CARD11_NM_032415.7_exon10_CDS	CARD11	-	mutation_panel	.	.	181
chr7	2937034	2937236	chr7_2937034_2937236_CARD11	CARD11_NM_032415.7_exon9_CDS	CARD11	-	mutation_panel	.	.	202
chr7	2937904	2938034	chr7_2937904_2938034_CARD11	CARD11_NM_032415.7_exon8_CDS	CARD11	-	mutation_panel	.	.	130
chr7	2938676	2938833	chr7_2938676_2938833_CARD11	CARD11_NM_032415.7_exon7_CDS	CARD11	-	mutation_panel	.	.	157
chr7	2939746	2939930	chr7_2939746_2939930_CARD11	CARD11_NM_032415.7_exon6_CDS	CARD11	-	mutation_panel	.	.	184
chr7	2944209	2944539	chr7_2944209_2944539_CARD11	CARD11_NM_032415.7_exon5_CDS	CARD11	-	mutation_panel	.	.	330
chr7	2945816	2945958	chr7_2945816_2945958_CARD11	CARD11_NM_032415.7_exon4_CDS	CARD11	-	mutation_panel	.	.	142
chr7	2947572	2947789	chr7_2947572_2947789_CARD11	CARD11_NM_032415.7_exon3_CDS	CARD11	-	mutation_panel	.	.	217
chr7	2958497	2958508	chr7_2958497_2958508_CARD11	CARD11_NM_032415.7_exon2_CDS	CARD11	-	mutation_panel	.	.	11
chr7	5527530	5530405	chr7_5527530_5530405_ACTB	ACTB_NM_001101.5_exon2_CDS;ACTB_NM_001101.5_exon3_CDS;ACTB_NM_001101.5_exon4_CDS;ACTB_NM_001101.5_exon5_CDS;ACTB_NM_001101.5_exon6_CDS;ACTB_SHM	ACTB	-	SHM_panel|mutation_panel	.	.	2875
chr7	8753385	8753534	chr7_8753385_8753534_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr7	13895863	13896089	chr7_13895863_13896089_ETV1	ETV1_NM_004956.5_exon14_CDS	ETV1	-	mutation_panel	.	.	226
chr7	13900735	13900841	chr7_13900735_13900841_ETV1	ETV1_NM_004956.5_exon13_CDS	ETV1	-	mutation_panel	.	.	106
chr7	13906427	13906601	chr7_13906427_13906601_ETV1	ETV1_NM_004956.5_exon12_CDS	ETV1	-	mutation_panel	.	.	174
chr7	13909629	13909702	chr7_13909629_13909702_ETV1	ETV1_NM_004956.5_exon11_CDS	ETV1	-	mutation_panel	.	.	73
chr7	13911236	13911309	chr7_13911236_13911309_ETV1	ETV1_NM_004956.5_exon10_CDS	ETV1	-	mutation_panel	.	.	73
chr7	13931499	13931751	chr7_13931499_13931751_ETV1	ETV1_NM_004956.5_exon9_CDS	ETV1	-	mutation_panel	.	.	252
chr7	13935705	13935898	chr7_13935705_13935898_ETV1	ETV1_NM_004956.5_exon8_CDS	ETV1	-	mutation_panel	.	.	193
chr7	13939114	13939248	chr7_13939114_13939248_ETV1	ETV1_NM_004956.5_exon7_CDS	ETV1	-	mutation_panel	.	.	134
chr7	13977424	13977482	chr7_13977424_13977482_ETV1	ETV1_NM_004956.5_exon6_CDS	ETV1	-	mutation_panel	.	.	58
chr7	13986635	13986687	chr7_13986635_13986687_ETV1	ETV1_NM_004956.5_exon5_CDS	ETV1	-	mutation_panel	.	.	52
chr7	13988083	13988175	chr7_13988083_13988175_ETV1	ETV1_NM_004956.5_exon4_CDS	ETV1	-	mutation_panel	.	.	92
chr7	13989005	13989054	chr7_13989005_13989054_ETV1	ETV1_NM_004956.5_exon3_CDS	ETV1	-	mutation_panel	.	.	49
chr7	82758572	82758717	chr7_82758572_82758717_PCLO	PCLO_NM_033026.6_exon25_CDS	PCLO	-	mutation_panel	.	.	145
chr7	82760636	82760786	chr7_82760636_82760786_PCLO	PCLO_NM_033026.6_exon24_CDS	PCLO	-	mutation_panel	.	.	150
chr7	82761356	82761495	chr7_82761356_82761495_PCLO	PCLO_NM_033026.6_exon23_CDS	PCLO	-	mutation_panel	.	.	139
chr7	82801515	82801593	chr7_82801515_82801593_PCLO	PCLO_NM_033026.6_exon22_CDS	PCLO	-	mutation_panel	.	.	78
chr7	82805685	82805831	chr7_82805685_82805831_PCLO	PCLO_NM_033026.6_exon21_CDS	PCLO	-	mutation_panel	.	.	146
chr7	82822492	82822691	chr7_82822492_82822691_PCLO	PCLO_NM_033026.6_exon20_CDS	PCLO	-	mutation_panel	.	.	199
chr7	82824233	82824418	chr7_82824233_82824418_PCLO	PCLO_NM_033026.6_exon19_CDS	PCLO	-	mutation_panel	.	.	185
chr7	82826586	82826662	chr7_82826586_82826662_PCLO	PCLO_NM_033026.6_exon18_CDS	PCLO	-	mutation_panel	.	.	76
chr7	82827870	82827968	chr7_82827870_82827968_PCLO	PCLO_NM_033026.6_exon17_CDS	PCLO	-	mutation_panel	.	.	98
chr7	82835664	82835695	chr7_82835664_82835695_PCLO	PCLO_NM_033026.6_exon16_CDS	PCLO	-	mutation_panel	.	.	31
chr7	82838215	82838344	chr7_82838215_82838344_PCLO	PCLO_NM_033026.6_exon15_CDS	PCLO	-	mutation_panel	.	.	129
chr7	82841456	82841511	chr7_82841456_82841511_PCLO	PCLO_NM_033026.6_exon14_CDS	PCLO	-	mutation_panel	.	.	55
chr7	82845268	82845487	chr7_82845268_82845487_PCLO	PCLO_NM_033026.6_exon13_CDS	PCLO	-	mutation_panel	.	.	219
chr7	82846564	82846636	chr7_82846564_82846636_PCLO	PCLO_NM_033026.6_exon12_CDS	PCLO	-	mutation_panel	.	.	72
chr7	82847136	82847249	chr7_82847136_82847249_PCLO	PCLO_NM_033026.6_exon11_CDS	PCLO	-	mutation_panel	.	.	113
chr7	82879334	82879464	chr7_82879334_82879464_PCLO	PCLO_NM_033026.6_exon10_CDS	PCLO	-	mutation_panel	.	.	130
chr7	82902648	82902743	chr7_82902648_82902743_PCLO	PCLO_NM_033026.6_exon9_CDS	PCLO	-	mutation_panel	.	.	95
chr7	82908874	82909015	chr7_82908874_82909015_PCLO	PCLO_NM_033026.6_exon8_CDS	PCLO	-	mutation_panel	.	.	141
chr7	82914683	82916875	chr7_82914683_82916875_PCLO	PCLO_NM_033026.6_exon7_CDS	PCLO	-	mutation_panel	.	.	2192
chr7	82949473	82951492	chr7_82949473_82951492_PCLO	PCLO_NM_033026.6_exon6_CDS	PCLO	-	mutation_panel	.	.	2019
chr7	82951853	82956937	chr7_82951853_82956937_PCLO	PCLO_NM_033026.6_exon5_CDS	PCLO	-	mutation_panel	.	.	5084
chr7	82965768	82966489	chr7_82965768_82966489_PCLO	PCLO_NM_033026.6_exon4_CDS	PCLO	-	mutation_panel	.	.	721
chr7	83134247	83135658	chr7_83134247_83135658_PCLO	PCLO_NM_033026.6_exon3_CDS	PCLO	-	mutation_panel	.	.	1411
chr7	83154745	83156394	chr7_83154745_83156394_PCLO	PCLO_NM_033026.6_exon2_CDS	PCLO	-	mutation_panel	.	.	1649
chr7	83162342	83162594	chr7_83162342_83162594_PCLO	PCLO_NM_033026.6_exon1_CDS	PCLO	-	mutation_panel	.	.	252
chr7	87936792	87936941	chr7_87936792_87936941_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr7	98881148	98881252	chr7_98881148_98881252_TRRAP	TRRAP_NM_001375524.1_exon2_CDS	TRRAP	+	mutation_panel	.	.	104
chr7	98881972	98882026	chr7_98881972_98882026_TRRAP	TRRAP_NM_001375524.1_exon3_CDS	TRRAP	+	mutation_panel	.	.	54
chr7	98890332	98890447	chr7_98890332_98890447_TRRAP	TRRAP_NM_001375524.1_exon4_CDS	TRRAP	+	mutation_panel	.	.	115
chr7	98892421	98892530	chr7_98892421_98892530_TRRAP	TRRAP_NM_001375524.1_exon5_CDS	TRRAP	+	mutation_panel	.	.	109
chr7	98893795	98893883	chr7_98893795_98893883_TRRAP	TRRAP_NM_001375524.1_exon6_CDS	TRRAP	+	mutation_panel	.	.	88
chr7	98895761	98895822	chr7_98895761_98895822_TRRAP	TRRAP_NM_001375524.1_exon7_CDS	TRRAP	+	mutation_panel	.	.	61
chr7	98897738	98897868	chr7_98897738_98897868_TRRAP	TRRAP_NM_001375524.1_exon8_CDS	TRRAP	+	mutation_panel	.	.	130
chr7	98899419	98899501	chr7_98899419_98899501_TRRAP	TRRAP_NM_001375524.1_exon9_CDS	TRRAP	+	mutation_panel	.	.	82
chr7	98899676	98899769	chr7_98899676_98899769_TRRAP	TRRAP_NM_001375524.1_exon10_CDS	TRRAP	+	mutation_panel	.	.	93
chr7	98900621	98900722	chr7_98900621_98900722_TRRAP	TRRAP_NM_001375524.1_exon11_CDS	TRRAP	+	mutation_panel	.	.	101
chr7	98903376	98903519	chr7_98903376_98903519_TRRAP	TRRAP_NM_001375524.1_exon12_CDS	TRRAP	+	mutation_panel	.	.	143
chr7	98906174	98906257	chr7_98906174_98906257_TRRAP	TRRAP_NM_001375524.1_exon13_CDS	TRRAP	+	mutation_panel	.	.	83
chr7	98908725	98908964	chr7_98908725_98908964_TRRAP	TRRAP_NM_001375524.1_exon14_CDS	TRRAP	+	mutation_panel	.	.	239
chr7	98910053	98910421	chr7_98910053_98910421_TRRAP	TRRAP_NM_001375524.1_exon15_CDS	TRRAP	+	mutation_panel	.	.	368
chr7	98910507	98910609	chr7_98910507_98910609_TRRAP	TRRAP_NM_001375524.1_exon16_CDS	TRRAP	+	mutation_panel	.	.	102
chr7	98911074	98911273	chr7_98911074_98911273_TRRAP	TRRAP_NM_001375524.1_exon17_CDS	TRRAP	+	mutation_panel	.	.	199
chr7	98912019	98912215	chr7_98912019_98912215_TRRAP	TRRAP_NM_001375524.1_exon18_CDS	TRRAP	+	mutation_panel	.	.	196
chr7	98915720	98915890	chr7_98915720_98915890_TRRAP	TRRAP_NM_001375524.1_exon19_CDS	TRRAP	+	mutation_panel	.	.	170
chr7	98917420	98917681	chr7_98917420_98917681_TRRAP	TRRAP_NM_001375524.1_exon20_CDS	TRRAP	+	mutation_panel	.	.	261
chr7	98921750	98921955	chr7_98921750_98921955_TRRAP	TRRAP_NM_001375524.1_exon21_CDS	TRRAP	+	mutation_panel	.	.	205
chr7	98925109	98925265	chr7_98925109_98925265_TRRAP	TRRAP_NM_001375524.1_exon22_CDS	TRRAP	+	mutation_panel	.	.	156
chr7	98927164	98927368	chr7_98927164_98927368_TRRAP	TRRAP_NM_001375524.1_exon23_CDS	TRRAP	+	mutation_panel	.	.	204
chr7	98929986	98930208	chr7_98929986_98930208_TRRAP	TRRAP_NM_001375524.1_exon24_CDS	TRRAP	+	mutation_panel	.	.	222
chr7	98930630	98930832	chr7_98930630_98930832_TRRAP	TRRAP_NM_001375524.1_exon25_CDS	TRRAP	+	mutation_panel	.	.	202
chr7	98931402	98931667	chr7_98931402_98931667_TRRAP	TRRAP_NM_001375524.1_exon26_CDS	TRRAP	+	mutation_panel	.	.	265
chr7	98933238	98933404	chr7_98933238_98933404_TRRAP	TRRAP_NM_001375524.1_exon27_CDS	TRRAP	+	mutation_panel	.	.	166
chr7	98935576	98935677	chr7_98935576_98935677_TRRAP	TRRAP_NM_001375524.1_exon28_CDS	TRRAP	+	mutation_panel	.	.	101
chr7	98937153	98937279	chr7_98937153_98937279_TRRAP	TRRAP_NM_001375524.1_exon29_CDS	TRRAP	+	mutation_panel	.	.	126
chr7	98937647	98937822	chr7_98937647_98937822_TRRAP	TRRAP_NM_001375524.1_exon30_CDS	TRRAP	+	mutation_panel	.	.	175
chr7	98942946	98943019	chr7_98942946_98943019_TRRAP	TRRAP_NM_001375524.1_exon31_CDS	TRRAP	+	mutation_panel	.	.	73
chr7	98945744	98945802	chr7_98945744_98945802_TRRAP	TRRAP_NM_001375524.1_exon32_CDS	TRRAP	+	mutation_panel	.	.	58
chr7	98945927	98945952	chr7_98945927_98945952_TRRAP	TRRAP_NM_001375524.1_exon33_CDS	TRRAP	+	mutation_panel	.	.	25
chr7	98948218	98948342	chr7_98948218_98948342_TRRAP	TRRAP_NM_001375524.1_exon34_CDS	TRRAP	+	mutation_panel	.	.	124
chr7	98948563	98948687	chr7_98948563_98948687_TRRAP	TRRAP_NM_001375524.1_exon35_CDS	TRRAP	+	mutation_panel	.	.	124
chr7	98949414	98949583	chr7_98949414_98949583_TRRAP	TRRAP_NM_001375524.1_exon36_CDS	TRRAP	+	mutation_panel	.	.	169
chr7	98949657	98949843	chr7_98949657_98949843_TRRAP	TRRAP_NM_001375524.1_exon37_CDS	TRRAP	+	mutation_panel	.	.	186
chr7	98950061	98950264	chr7_98950061_98950264_TRRAP	TRRAP_NM_001375524.1_exon38_CDS	TRRAP	+	mutation_panel	.	.	203
chr7	98950873	98951006	chr7_98950873_98951006_TRRAP	TRRAP_NM_001375524.1_exon39_CDS	TRRAP	+	mutation_panel	.	.	133
chr7	98953164	98953435	chr7_98953164_98953435_TRRAP	TRRAP_NM_001375524.1_exon40_CDS	TRRAP	+	mutation_panel	.	.	271
chr7	98955095	98955306	chr7_98955095_98955306_TRRAP	TRRAP_NM_001375524.1_exon41_CDS	TRRAP	+	mutation_panel	.	.	211
chr7	98956143	98956306	chr7_98956143_98956306_TRRAP	TRRAP_NM_001375524.1_exon42_CDS	TRRAP	+	mutation_panel	.	.	163
chr7	98956396	98956535	chr7_98956396_98956535_TRRAP	TRRAP_NM_001375524.1_exon43_CDS	TRRAP	+	mutation_panel	.	.	139
chr7	98957978	98958093	chr7_98957978_98958093_TRRAP	TRRAP_NM_001375524.1_exon44_CDS	TRRAP	+	mutation_panel	.	.	115
chr7	98959341	98959492	chr7_98959341_98959492_TRRAP	TRRAP_NM_001375524.1_exon45_CDS	TRRAP	+	mutation_panel	.	.	151
chr7	98961258	98961476	chr7_98961258_98961476_TRRAP	TRRAP_NM_001375524.1_exon46_CDS	TRRAP	+	mutation_panel	.	.	218
chr7	98962299	98962429	chr7_98962299_98962429_TRRAP	TRRAP_NM_001375524.1_exon47_CDS	TRRAP	+	mutation_panel	.	.	130
chr7	98964626	98964777	chr7_98964626_98964777_TRRAP	TRRAP_NM_001375524.1_exon48_CDS	TRRAP	+	mutation_panel	.	.	151
chr7	98965693	98965897	chr7_98965693_98965897_TRRAP	TRRAP_NM_001375524.1_exon49_CDS	TRRAP	+	mutation_panel	.	.	204
chr7	98967038	98967164	chr7_98967038_98967164_TRRAP	TRRAP_NM_001375524.1_exon50_CDS	TRRAP	+	mutation_panel	.	.	126
chr7	98967482	98967700	chr7_98967482_98967700_TRRAP	TRRAP_NM_001375524.1_exon51_CDS	TRRAP	+	mutation_panel	.	.	218
chr7	98970109	98970293	chr7_98970109_98970293_TRRAP	TRRAP_NM_001375524.1_exon52_CDS	TRRAP	+	mutation_panel	.	.	184
chr7	98971796	98971947	chr7_98971796_98971947_TRRAP	TRRAP_NM_001375524.1_exon53_CDS	TRRAP	+	mutation_panel	.	.	151
chr7	98976146	98976270	chr7_98976146_98976270_TRRAP	TRRAP_NM_001375524.1_exon54_CDS	TRRAP	+	mutation_panel	.	.	124
chr7	98976480	98976772	chr7_98976480_98976772_TRRAP	TRRAP_NM_001375524.1_exon55_CDS	TRRAP	+	mutation_panel	.	.	292
chr7	98976936	98977078	chr7_98976936_98977078_TRRAP	TRRAP_NM_001375524.1_exon56_CDS	TRRAP	+	mutation_panel	.	.	142
chr7	98978208	98978325	chr7_98978208_98978325_TRRAP	TRRAP_NM_001375524.1_exon57_CDS	TRRAP	+	mutation_panel	.	.	117
chr7	98978766	98978906	chr7_98978766_98978906_TRRAP	TRRAP_NM_001375524.1_exon58_CDS	TRRAP	+	mutation_panel	.	.	140
chr7	98981766	98981962	chr7_98981766_98981962_TRRAP	TRRAP_NM_001375524.1_exon59_CDS	TRRAP	+	mutation_panel	.	.	196
chr7	98983261	98983461	chr7_98983261_98983461_TRRAP	TRRAP_NM_001375524.1_exon60_CDS	TRRAP	+	mutation_panel	.	.	200
chr7	98984090	98984360	chr7_98984090_98984360_TRRAP	TRRAP_NM_001375524.1_exon61_CDS	TRRAP	+	mutation_panel	.	.	270
chr7	98984941	98985046	chr7_98984941_98985046_TRRAP	TRRAP_NM_001375524.1_exon62_CDS	TRRAP	+	mutation_panel	.	.	105
chr7	98988762	98988968	chr7_98988762_98988968_TRRAP	TRRAP_NM_001375524.1_exon63_CDS	TRRAP	+	mutation_panel	.	.	206
chr7	98990452	98990621	chr7_98990452_98990621_TRRAP	TRRAP_NM_001375524.1_exon64_CDS	TRRAP	+	mutation_panel	.	.	169
chr7	98992134	98992229	chr7_98992134_98992229_TRRAP	TRRAP_NM_001375524.1_exon65_CDS	TRRAP	+	mutation_panel	.	.	95
chr7	98993535	98993739	chr7_98993535_98993739_TRRAP	TRRAP_NM_001375524.1_exon66_CDS	TRRAP	+	mutation_panel	.	.	204
chr7	98994584	98994850	chr7_98994584_98994850_TRRAP	TRRAP_NM_001375524.1_exon67_CDS	TRRAP	+	mutation_panel	.	.	266
chr7	99004187	99004417	chr7_99004187_99004417_TRRAP	TRRAP_NM_001375524.1_exon68_CDS	TRRAP	+	mutation_panel	.	.	230
chr7	99005128	99005350	chr7_99005128_99005350_TRRAP	TRRAP_NM_001375524.1_exon69_CDS	TRRAP	+	mutation_panel	.	.	222
chr7	99008374	99008563	chr7_99008374_99008563_TRRAP	TRRAP_NM_001375524.1_exon70_CDS	TRRAP	+	mutation_panel	.	.	189
chr7	99011049	99011257	chr7_99011049_99011257_TRRAP	TRRAP_NM_001375524.1_exon71_CDS	TRRAP	+	mutation_panel	.	.	208
chr7	99011338	99011537	chr7_99011338_99011537_TRRAP	TRRAP_NM_001375524.1_exon72_CDS	TRRAP	+	mutation_panel	.	.	199
